Time,Flow_sensor_1,Flow_sensor_2,Flow_sensor_3,Pump_2,Pump_4,Pump_5,Pump_6,Tank_1,Tank_4,Tank_5,Tank_6,Tank_7,Tank_8,Valv_20,Valv_22
18:30:28,0,0,0,True,False,False,False,1452,0,0,0,0,8,False,True
18:30:29,0,0,0,True,False,False,False,1470,0,0,0,0,6,False,True
18:30:30,0,0,0,True,False,False,False,1497,0,0,0,0,5,False,True
18:30:31,0,0,0,True,False,False,False,1540,0,0,0,0,5,False,True
18:30:32,0,0,0,True,False,False,False,1557,0,0,0,0,3,False,True
18:30:33,0,0,0,True,False,False,False,1592,0,1,0,0,3,False,True
18:30:34,0,0,0,True,False,False,False,1617,0,0,0,0,2,False,True
18:30:35,0,0,0,True,False,False,False,1651,0,0,0,0,2,False,True
18:30:36,0,0,0,True,False,False,False,1678,0,0,0,0,1,False,True
18:30:37,0,0,0,True,False,False,False,1698,0,0,0,0,0,False,True
18:30:38,0,0,0,True,False,False,False,1731,0,0,0,0,0,False,True
18:30:39,0,0,0,True,False,False,False,1752,0,0,0,0,0,False,True
18:30:40,0,0,0,True,False,False,False,1792,0,0,0,0,0,False,False
18:30:41,0,0,0,True,False,False,False,1821,0,0,0,0,0,False,False
18:30:42,0,0,0,True,False,False,False,1842,0,0,0,0,0,False,False
18:30:43,0,0,0,True,False,False,False,1881,0,0,0,0,0,False,False
18:30:44,0,0,0,True,False,False,False,1907,0,0,0,0,0,False,False
18:30:45,0,0,0,True,False,False,False,1930,0,0,0,0,0,False,False
18:30:46,0,0,0,True,False,False,False,1968,0,0,0,0,0,False,False
18:30:47,0,0,0,False,True,False,False,1998,0,0,0,0,0,False,False
18:30:48,0,0,0,False,True,False,False,1996,0,0,0,0,0,False,False
18:30:49,0,0,0,False,True,False,False,1976,0,37,0,0,0,False,False
18:30:50,0,0,0,False,True,False,False,1964,0,47,0,0,0,False,False
18:30:51,0,0,0,False,True,False,False,1948,0,58,0,0,0,False,False
18:30:52,0,0,0,False,True,False,False,1934,0,91,0,0,0,False,False
18:30:53,0,0,0,False,True,False,False,1916,0,106,0,0,0,False,False
18:30:54,0,0,0,False,True,False,False,1903,0,117,0,0,0,False,False
18:30:55,0,0,0,False,True,False,False,1886,0,138,0,0,0,False,False
18:30:56,0,0,0,False,True,False,False,1873,0,154,0,0,0,False,False
18:30:57,0,0,0,False,True,False,False,1856,0,177,0,0,0,False,False
18:30:58,0,0,0,False,True,False,False,1842,0,173,0,0,0,False,False
18:30:59,0,0,0,False,True,False,False,1829,0,188,0,0,0,False,False
18:31:00,0,0,0,False,True,False,False,1812,0,215,0,0,0,False,False
18:31:01,0,0,0,False,True,False,False,1800,0,233,0,0,0,False,False
18:31:02,0,0,0,False,True,False,False,1781,0,263,0,0,0,False,False
18:31:03,0,0,0,False,True,False,False,1769,0,250,0,0,0,False,False
18:31:04,0,0,0,False,True,False,False,1751,0,256,0,0,0,False,False
18:31:05,0,0,0,False,True,False,False,1737,0,279,0,0,0,False,False
18:31:06,0,0,0,False,True,False,False,1720,0,290,0,0,0,False,False
18:31:07,0,0,0,False,True,False,False,1708,0,289,0,0,0,False,False
18:31:08,0,0,0,False,True,False,False,1695,0,329,0,0,0,False,False
18:31:09,0,0,0,False,True,False,False,1675,0,322,0,0,0,False,False
18:31:10,0,0,0,False,True,False,False,1664,0,350,0,0,0,False,False
18:31:11,0,0,0,False,True,False,False,1646,0,345,0,0,0,False,False
18:31:12,0,0,0,False,True,False,False,1633,0,354,0,0,0,False,False
18:31:13,0,0,0,False,True,False,False,1615,0,380,0,0,0,False,False
18:31:14,0,0,0,False,True,False,False,1602,0,388,0,0,0,False,False
18:31:15,0,0,0,False,True,False,False,1585,0,417,0,0,0,False,False
18:31:16,0,0,0,False,True,False,False,1570,0,430,0,0,0,False,False
18:31:17,0,0,0,False,True,False,False,1559,0,439,0,0,0,False,False
18:31:18,0,0,0,False,True,False,False,1541,0,440,0,0,0,False,False
18:31:19,0,0,0,False,True,False,False,1528,0,443,0,0,0,False,False
18:31:20,0,0,0,False,True,False,False,1511,0,470,0,0,0,False,False
18:31:21,0,0,0,False,True,False,False,1497,0,456,0,0,0,False,False
18:31:22,0,0,0,False,True,False,False,1480,0,484,0,0,0,False,False
18:31:23,0,0,0,False,True,False,False,1466,0,500,0,0,0,False,False
18:31:24,0,0,0,False,True,False,False,1448,0,514,0,0,0,False,False
18:31:25,0,0,0,False,True,False,False,1436,0,522,0,0,0,False,False
18:31:26,0,0,0,False,True,False,False,1418,0,546,0,0,0,False,False
18:31:27,0,0,0,False,True,False,False,1405,0,545,0,0,0,False,False
18:31:28,0,0,0,False,True,False,False,1393,0,559,0,0,0,False,False
18:31:29,0,0,0,False,True,False,False,1375,0,576,0,0,0,False,False
18:31:30,0,0,0,False,True,False,False,1362,0,581,0,0,0,False,False
18:31:31,0,0,0,False,True,False,False,1344,0,596,0,0,0,False,False
18:31:32,0,0,0,False,True,False,False,1332,0,601,0,0,0,False,False
18:31:33,0,0,0,False,True,False,False,1313,0,611,0,0,0,False,False
18:31:34,0,0,0,False,True,False,False,1303,0,629,0,0,0,False,False
18:31:35,0,0,0,False,True,False,False,1285,0,649,0,0,0,False,False
18:31:36,0,0,0,False,True,False,False,1271,0,649,0,0,0,False,False
18:31:37,0,0,0,False,True,False,False,1258,0,664,0,0,0,False,False
18:31:38,0,0,0,False,True,False,False,1243,0,680,0,0,0,False,False
18:31:39,0,0,0,False,True,False,False,1228,0,684,0,0,0,False,False
18:31:40,0,0,0,False,True,False,False,1213,0,705,0,0,0,False,False
18:31:41,0,0,0,False,True,False,False,1199,0,714,0,0,0,False,False
18:31:42,0,0,0,False,True,False,False,1182,0,732,0,0,0,False,False
18:31:43,0,0,0,False,True,False,False,1169,0,745,0,0,0,False,False
18:31:44,0,0,0,False,True,False,False,1154,0,745,0,0,0,False,False
18:31:45,0,0,0,False,True,False,False,1140,0,763,0,0,0,False,False
18:31:46,0,0,0,False,True,False,False,1128,0,785,0,0,0,False,False
18:31:47,0,0,0,False,True,False,False,1110,0,788,0,0,0,False,False
18:31:48,0,0,0,False,False,False,False,1100,0,805,0,0,0,True,False
18:31:49,0,0,0,False,False,False,False,1101,4,794,11,0,0,True,False
18:31:50,0,0,0,False,False,False,False,1101,16,790,11,0,0,True,False
18:31:51,0,0,0,False,False,False,False,1096,33,786,14,0,0,True,False
18:31:52,0,0,0,False,False,False,False,1092,45,782,21,0,0,True,False
18:31:53,0,0,0,False,False,False,False,1086,87,778,28,0,0,True,False
18:31:54,0,0,0,False,False,False,False,1081,122,773,28,0,0,True,False
18:31:55,0,0,0,False,False,False,False,1075,158,770,32,0,0,True,False
18:31:56,0,0,0,False,False,False,False,1070,202,763,37,0,0,True,False
18:31:57,0,0,0,False,False,False,False,1065,231,760,37,0,0,True,False
18:31:58,0,0,0,False,False,False,False,1059,269,754,45,0,0,True,False
18:31:59,0,0,0,False,False,False,False,1054,293,751,53,0,0,True,False
18:32:00,0,0,0,False,False,False,False,1050,317,746,59,0,0,True,False
18:32:01,0,0,0,False,False,False,False,1043,332,742,59,0,0,True,False
18:32:02,0,0,0,False,False,False,False,1037,352,738,63,0,0,True,False
18:32:03,0,0,0,False,False,False,False,1034,363,733,70,0,0,True,False
18:32:04,0,0,0,False,False,False,False,1028,371,729,77,0,0,True,False
18:32:05,0,0,0,False,False,False,False,1023,388,724,77,0,0,True,False
18:32:06,0,0,0,False,False,False,False,1017,399,720,82,0,0,True,False
18:32:07,0,0,0,False,False,False,False,1012,413,713,89,0,0,True,False
18:32:08,0,0,0,False,False,False,False,1007,424,710,96,0,0,True,False
18:32:09,0,0,0,False,False,False,False,1003,439,705,96,0,0,True,False
18:32:10,0,0,0,False,False,False,False,996,448,701,101,0,0,True,False
18:32:11,0,0,0,False,False,False,False,990,462,697,108,0,0,True,False
18:32:12,0,0,0,False,False,False,False,986,470,692,115,0,0,True,False
18:32:13,0,0,0,False,False,False,False,979,478,688,115,0,0,True,False
18:32:14,0,0,0,False,False,False,False,975,489,682,119,0,0,True,False
18:32:15,0,0,0,False,False,False,False,970,500,678,127,0,0,True,False
18:32:16,0,0,0,False,False,False,False,963,512,673,133,0,0,True,False
18:32:17,0,0,0,False,False,False,False,960,523,668,133,0,0,True,False
18:32:18,0,0,0,False,False,False,False,953,533,663,139,0,0,True,False
18:32:19,0,0,0,False,False,False,False,949,541,659,145,0,0,True,False
18:32:20,0,0,0,False,False,False,False,944,553,654,151,0,0,True,False
18:32:21,0,0,0,False,False,False,False,938,561,650,151,0,0,True,False
18:32:22,0,0,0,False,False,False,False,932,572,646,158,0,0,True,False
18:32:23,0,0,0,False,False,False,False,928,583,641,164,0,0,True,False
18:32:24,0,0,0,False,False,False,False,923,590,637,170,0,0,True,False
18:32:25,0,0,0,False,False,False,False,916,601,630,170,0,0,True,False
18:32:26,0,0,0,False,False,False,False,912,611,627,177,0,0,True,False
18:32:27,0,0,0,False,False,False,False,906,620,622,182,0,0,True,False
18:32:28,0,0,0,False,False,False,False,902,630,618,182,0,0,True,False
18:32:29,0,0,0,False,False,False,False,895,641,612,190,0,0,True,False
18:32:30,0,0,0,False,False,False,False,890,649,609,196,0,0,True,False
18:32:31,0,0,0,False,False,False,False,885,657,604,202,0,0,True,False
18:32:32,0,0,0,False,False,False,False,879,669,599,202,0,0,True,False
18:32:33,0,0,0,False,False,False,False,875,677,596,208,0,0,True,False
18:32:34,0,0,0,False,False,False,False,869,689,590,214,0,0,True,False
18:32:35,0,0,0,False,False,False,False,863,696,587,220,0,0,True,False
18:32:36,0,0,0,False,False,False,False,858,707,581,220,0,0,True,False
18:32:37,0,0,0,False,False,False,False,853,715,577,226,0,0,True,False
18:32:38,0,0,0,False,False,False,False,847,726,572,232,0,0,True,False
18:32:39,0,0,0,False,False,False,False,843,734,569,232,0,0,True,False
18:32:40,0,0,0,False,False,False,False,836,746,565,238,0,0,True,False
18:32:41,0,0,0,False,False,False,False,831,755,560,243,0,0,True,False
18:32:42,0,0,0,False,False,False,False,826,762,557,249,0,0,True,False
18:32:43,0,0,0,False,False,False,False,821,773,551,249,0,0,True,False
18:32:44,0,0,0,False,False,False,False,817,781,547,254,0,0,True,False
18:32:45,0,0,0,False,False,False,False,810,791,543,260,0,0,True,False
18:32:46,0,0,0,False,False,False,False,805,801,539,267,0,0,True,False
18:32:47,0,0,0,False,False,False,False,799,811,534,267,0,0,True,False
18:32:48,0,0,0,False,False,False,False,794,819,530,272,0,0,True,False
18:32:49,0,0,0,False,False,False,False,788,831,525,278,0,0,True,False
18:32:50,0,0,0,False,False,False,False,784,838,522,283,0,0,True,False
18:32:51,0,0,0,False,False,False,False,778,846,517,283,0,0,True,False
18:32:52,0,0,0,False,False,False,False,773,858,512,290,0,0,True,False
18:32:53,0,0,0,False,False,False,False,769,866,509,295,0,0,True,False
18:32:54,0,0,0,False,False,False,False,762,877,503,301,0,0,True,False
18:32:55,0,0,0,False,False,False,False,758,884,500,301,0,0,True,False
18:32:56,0,0,0,False,False,False,False,752,893,495,308,0,0,True,False
18:32:57,0,0,0,False,False,False,False,748,904,491,313,0,0,True,False
18:32:58,0,0,0,False,False,False,False,742,914,486,313,0,0,True,False
18:32:59,0,0,0,False,False,False,False,737,920,482,319,0,0,True,False
18:33:00,0,0,0,False,False,False,False,732,930,478,326,0,0,True,False
18:33:01,0,0,0,False,False,False,False,727,940,473,332,0,0,True,False
18:33:02,0,0,0,False,False,False,False,722,948,469,332,0,0,True,False
18:33:03,0,0,0,False,False,False,False,716,960,465,337,0,0,True,False
18:33:04,0,0,0,False,False,False,False,712,967,461,343,0,0,True,False
18:33:05,0,0,0,False,False,False,False,707,978,455,349,0,0,True,False
18:33:06,0,0,0,False,False,False,False,701,984,452,349,0,0,True,False
18:33:07,0,0,0,False,False,False,False,696,996,447,355,0,0,True,False
18:33:08,0,0,0,False,False,False,False,692,1003,443,361,0,0,True,False
18:33:09,0,0,0,False,False,False,False,685,1013,440,367,0,0,True,False
18:33:10,0,0,0,False,False,False,False,680,1023,435,367,0,0,True,False
18:33:11,0,0,0,False,False,False,False,674,1030,431,373,0,0,True,False
18:33:12,0,0,0,False,False,False,False,670,1040,425,378,0,0,True,False
18:33:13,0,0,0,False,False,False,False,665,1048,422,384,0,0,True,False
18:33:14,0,0,0,False,False,False,False,660,1059,417,384,0,0,True,False
18:33:15,0,0,0,False,False,False,False,655,1066,413,390,0,0,True,False
18:33:16,0,0,0,False,False,False,False,650,1076,408,396,0,0,True,False
18:33:17,0,0,0,False,False,False,False,644,1084,405,396,0,0,True,False
18:33:18,0,0,0,False,False,False,False,641,1094,400,402,0,0,True,False
18:33:19,0,0,0,False,False,False,False,634,1103,396,407,0,0,True,False
18:33:20,0,0,0,False,False,False,False,629,1110,392,414,0,0,True,False
18:33:21,0,0,0,False,False,False,False,625,1121,386,414,0,0,True,False
18:33:22,0,0,0,False,False,False,False,620,1128,383,420,0,0,True,False
18:33:23,0,0,0,False,False,False,False,614,1138,378,425,0,0,True,False
18:33:24,0,0,0,False,False,False,False,609,1146,374,431,0,0,True,False
18:33:25,0,0,0,False,False,False,False,604,1157,369,431,0,0,True,False
18:33:26,0,0,0,False,False,False,False,599,1164,365,437,0,0,True,False
18:33:27,0,0,0,False,False,False,False,595,1176,361,443,0,0,True,False
18:33:28,0,0,0,False,False,False,False,590,1183,356,449,0,0,True,False
18:33:29,0,0,0,False,False,False,False,584,1190,352,449,0,0,True,False
18:33:30,0,0,0,False,False,False,False,578,1201,348,454,0,0,True,False
18:33:31,0,0,0,False,False,True,False,574,1210,343,462,8,0,True,False
18:33:32,4000,0,0,False,False,True,False,569,1220,339,462,8,0,True,False
18:33:33,4000,0,0,False,False,True,False,565,1228,334,451,16,0,True,False
18:33:34,4000,0,0,False,False,True,False,558,1239,329,448,24,0,True,False
18:33:35,4000,0,0,False,False,True,False,554,1247,326,447,24,0,True,False
18:33:36,4000,0,0,False,False,True,False,547,1257,321,447,32,0,True,False
18:33:37,4000,0,0,False,False,True,False,543,1264,317,445,48,0,True,False
18:33:38,4000,0,0,False,False,True,False,537,1275,314,443,56,0,True,False
18:33:39,4000,0,0,False,False,True,False,532,1284,307,433,56,0,True,False
18:33:40,4000,0,0,False,False,True,False,527,1290,304,433,64,0,True,False
18:33:41,4000,0,0,False,False,True,False,523,1301,298,431,72,0,True,False
18:33:42,4000,0,0,False,False,True,False,518,1310,294,429,72,0,True,False
18:33:43,4000,0,0,False,False,True,False,511,1320,291,427,80,0,True,False
18:33:44,4000,0,0,False,False,True,False,508,1328,286,427,96,0,True,False
18:33:45,4000,0,0,False,False,True,False,502,1338,280,425,104,0,True,False
18:33:46,4000,0,0,False,False,True,False,498,1344,276,416,104,0,True,False
18:33:47,4000,0,0,False,False,True,False,492,1355,271,416,112,0,True,False
18:33:48,4000,0,0,False,False,True,False,487,1363,267,414,120,0,True,False
18:33:49,4000,0,0,False,False,True,False,481,1371,263,412,128,0,True,False
18:33:50,4000,0,0,False,False,True,False,477,1381,258,410,136,0,True,False
18:33:51,4000,0,0,False,False,True,False,473,1388,254,410,144,0,True,False
18:33:52,4000,0,0,False,False,True,False,466,1400,248,407,152,0,True,False
18:33:53,4000,0,0,False,False,True,False,462,1407,245,398,152,0,True,False
18:33:54,4000,0,0,False,False,True,False,456,1417,239,396,160,0,True,False
18:33:55,4000,0,0,False,False,True,False,451,1426,235,396,168,0,True,False
18:33:56,4000,0,0,False,False,True,False,445,1435,230,395,184,0,True,False
18:33:57,4000,0,0,False,False,True,False,441,1442,225,393,184,0,True,False
18:33:58,4000,0,0,False,False,True,False,435,1450,220,392,192,0,True,False
18:33:59,4000,0,0,False,False,True,False,431,1461,216,392,201,0,True,False
18:34:00,4000,0,0,False,False,True,False,425,1469,212,381,209,0,True,False
18:34:01,4000,0,0,False,False,True,False,419,1479,206,380,209,0,True,False
18:34:02,4000,0,0,False,False,True,False,415,1485,201,380,225,0,True,False
18:34:03,4000,0,0,False,False,True,False,410,1496,195,380,225,0,True,False
18:34:04,4000,0,0,False,False,True,False,404,1504,191,378,233,0,True,False
18:34:05,4000,0,0,False,False,True,False,399,1514,186,377,241,0,True,False
18:34:06,4000,0,0,False,False,True,False,394,1522,181,377,241,0,True,False
18:34:07,4000,0,0,False,False,True,False,388,1532,177,376,249,0,True,False
18:34:08,4000,0,0,False,False,True,False,382,1541,171,367,265,0,True,False
18:34:09,4000,0,0,False,False,True,False,377,1548,166,367,265,0,True,False
18:34:10,4000,0,0,False,False,True,False,372,1557,160,367,273,0,True,False
18:34:11,4000,0,0,False,False,True,False,367,1565,156,365,281,0,True,False
18:34:12,4000,0,0,False,False,True,False,360,1576,150,365,289,0,True,False
18:34:13,4000,0,0,False,False,True,False,356,1583,145,365,289,0,True,False
18:34:14,4000,0,0,False,False,True,False,349,1592,139,364,305,0,True,False
18:34:15,4000,0,0,False,False,True,False,345,1600,133,355,313,0,True,False
18:34:16,4000,0,0,False,False,True,False,339,1610,126,356,313,0,True,False
18:34:17,4000,0,0,False,False,True,False,333,1617,122,356,321,0,True,False
18:34:18,4000,0,0,False,False,True,False,326,1625,117,355,329,0,True,False
18:34:19,4000,0,0,False,False,True,False,322,1634,110,355,345,0,True,False
18:34:20,4000,0,0,False,False,True,False,317,1643,105,355,345,0,True,False
18:34:21,4000,0,0,False,False,True,False,311,1654,97,355,353,0,True,False
18:34:22,4000,0,0,False,False,True,False,306,1659,92,347,361,0,True,False
18:34:23,4000,0,0,False,False,True,False,301,1672,85,348,369,0,True,False
18:34:24,4000,0,0,False,False,True,False,295,1678,78,350,369,0,True,False
18:34:25,4000,0,0,False,False,True,False,288,1688,71,350,377,0,True,False
18:34:26,4000,0,0,False,False,True,False,282,1695,65,350,393,0,True,False
18:34:27,4000,0,0,False,False,True,False,276,1702,59,351,393,0,True,False
18:34:28,4000,0,0,False,False,True,False,271,1710,50,344,402,0,True,False
18:34:29,4000,0,0,False,False,True,False,266,1719,44,344,410,0,True,False
18:34:30,4000,0,0,False,False,True,False,259,1729,34,348,418,0,True,False
18:34:31,4000,0,0,False,False,True,False,254,1736,26,351,418,0,True,False
18:34:32,4000,0,0,False,False,True,False,246,1746,15,356,434,0,True,False
18:34:33,4000,0,0,False,False,True,False,240,1754,5,356,442,0,True,False
18:34:34,4000,0,0,False,False,True,False,234,1764,1,348,442,0,False,False
18:34:35,4000,4000,0,False,False,True,True,229,1771,0,332,450,0,False,False
18:34:36,4000,4000,0,False,False,True,True,221,1781,0,332,458,8,False,False
18:34:37,4000,4000,0,False,False,True,True,216,1788,1,324,458,16,False,False
18:34:38,4000,4000,0,False,False,True,True,208,1793,0,316,458,16,False,False
18:34:39,4000,4000,0,False,False,True,True,203,1805,0,308,458,24,False,False
18:34:40,4000,4000,0,False,False,True,True,197,1811,1,308,458,32,False,False
18:34:41,4000,4000,0,False,False,True,True,189,1821,0,300,458,40,False,False
18:34:42,4000,4000,0,False,False,True,True,184,1830,0,284,458,48,False,False
18:34:43,4000,4000,0,False,False,True,True,175,1838,1,276,458,48,False,False
18:34:44,4000,4000,0,False,False,True,True,170,1846,0,276,458,56,False,False
18:34:45,4000,4000,0,False,False,True,True,162,1856,0,268,458,64,False,False
18:34:46,4000,4000,0,False,False,True,True,154,1862,0,260,458,72,False,False
18:34:47,4000,4000,0,False,False,True,True,146,1870,1,252,458,80,False,False
18:34:48,4000,4000,0,False,False,True,True,139,1880,1,252,458,88,False,False
18:34:49,4000,4000,0,False,False,True,True,132,1887,0,236,458,96,False,False
18:34:50,4000,4000,0,False,False,True,True,123,1897,1,228,458,104,False,False
18:34:51,4000,4000,0,False,False,True,True,116,1904,1,228,458,112,False,False
18:34:52,4000,4000,0,False,False,True,True,107,1913,0,220,458,112,False,False
18:34:53,4000,4000,0,False,False,True,True,99,1921,1,212,458,120,False,False
18:34:54,4000,4000,0,False,False,True,True,87,1931,1,204,458,128,False,False
18:34:55,4000,4000,0,False,False,True,True,79,1937,1,204,458,136,False,False
18:34:56,4000,4000,0,False,False,True,True,68,1945,0,187,458,144,False,False
18:34:57,4000,4000,0,False,False,True,True,59,1955,0,179,458,152,False,False
18:34:58,4000,4000,0,False,False,True,True,48,1962,0,171,458,160,False,False
18:34:59,4000,4000,0,False,False,True,True,35,1970,1,171,458,168,False,False
18:35:00,4000,4000,0,False,False,True,True,23,1979,0,163,458,176,False,False
18:35:01,4000,4000,0,False,False,True,True,8,1988,1,155,458,176,False,False
18:35:02,4000,4000,0,False,False,True,True,0,1989,0,139,458,184,False,False
18:35:03,4000,4000,0,False,False,True,True,0,1974,1,139,458,192,False,False
18:35:04,4000,4000,0,False,False,True,True,0,1963,1,131,458,201,False,False
18:35:05,4000,4000,0,False,False,True,True,0,1947,1,123,458,209,False,False
18:35:06,4000,4000,0,False,False,True,True,0,1937,1,115,458,217,False,False
18:35:07,4000,4000,0,False,False,True,True,0,1926,0,115,458,225,False,False
18:35:08,4000,4000,0,False,False,True,True,0,1911,1,107,458,233,False,False
18:35:09,4000,4000,0,False,False,True,True,0,1900,1,91,458,241,False,False
18:35:10,4000,4000,0,False,False,True,True,0,1885,0,91,458,241,False,False
18:35:11,4000,4000,0,False,False,True,True,0,1873,0,83,458,249,False,False
18:35:12,4000,4000,0,False,False,True,True,0,1859,1,75,458,257,False,False
18:35:13,4000,4000,0,False,False,True,True,0,1848,1,67,458,265,False,False
18:35:14,4000,4000,0,False,False,True,True,0,1833,1,67,458,273,False,False
18:35:15,4000,4000,0,False,False,True,True,0,1821,0,59,458,281,False,False
18:35:16,4000,4000,0,False,False,True,True,0,1810,0,43,458,289,False,False
18:35:17,4000,4000,0,False,False,True,True,0,1794,1,35,458,297,False,False
18:35:18,4000,4000,0,False,False,True,True,0,1782,1,35,458,305,False,False
18:35:19,4000,4000,0,False,False,True,True,0,1767,0,27,458,305,False,False
18:35:20,4000,4000,0,False,False,True,True,0,1756,1,19,458,313,False,False
18:35:21,4000,4000,0,False,False,True,True,0,1741,0,11,458,321,False,False
18:35:22,4000,4000,0,False,False,True,True,0,1729,0,11,458,329,False,False
18:35:23,4000,4000,0,False,False,False,True,0,1714,0,0,458,332,False,False
18:35:24,0,4000,0,False,False,False,True,0,1701,0,0,458,340,False,False
18:35:25,0,4000,0,False,False,False,True,0,1690,0,0,450,348,False,False
18:35:26,0,4000,0,False,False,False,True,0,1675,1,0,442,356,False,False
18:35:27,0,4000,0,False,False,False,True,0,1664,1,0,426,364,False,False
18:35:28,0,4000,0,False,False,False,True,0,1647,1,0,418,364,False,False
18:35:29,0,4000,0,False,False,False,True,0,1637,1,0,418,372,False,False
18:35:30,0,4000,0,False,False,False,True,0,1620,1,0,410,380,False,False
18:35:31,0,4000,0,False,False,False,True,0,1609,0,0,402,388,False,False
18:35:32,0,4000,0,False,False,False,True,0,1594,0,0,393,397,False,False
18:35:33,0,4000,0,False,False,False,True,0,1584,1,0,385,405,False,False
18:35:34,0,4000,0,False,False,False,True,0,1568,0,0,385,413,False,False
18:35:35,0,4000,0,False,False,False,True,0,1555,1,0,377,421,False,False
18:35:36,0,4000,0,False,False,False,True,1,1545,0,0,369,421,False,False
18:35:37,0,4000,0,False,False,False,True,0,1530,1,0,361,429,False,False
18:35:38,0,4000,0,False,False,False,True,0,1518,1,0,361,437,False,False
18:35:39,0,4000,0,False,False,False,True,0,1504,0,0,353,445,False,False
18:35:40,0,4000,0,False,False,False,True,0,1492,1,0,337,453,False,False
18:35:41,0,4000,0,False,False,False,True,0,1477,1,0,329,453,False,False
18:35:42,0,4000,0,False,False,False,True,0,1465,0,0,321,469,False,False
18:35:43,0,4000,0,False,False,False,True,0,1450,0,0,321,477,False,False
18:35:44,0,4000,0,False,False,False,True,0,1439,1,0,313,485,False,False
18:35:45,0,4000,0,False,False,False,True,0,1427,0,0,305,485,False,False
18:35:46,0,4000,0,False,False,False,True,0,1412,1,0,297,493,False,False
18:35:47,0,4000,0,False,False,False,False,0,1400,0,0,289,501,False,True
18:35:48,0,0,0,False,False,False,True,0,1386,1,0,289,491,False,True
18:35:49,0,4000,0,False,False,False,True,0,1374,1,0,289,489,False,True
18:35:50,0,4000,0,False,False,False,True,0,1359,0,0,273,489,False,True
18:35:51,0,4000,0,False,False,False,True,0,1348,1,0,273,487,False,True
